  0.00000000E+00  0.44350373E+01
  0.21892688E-01  0.44370600E+01
  0.43785377E-01  0.44431349E+01
  0.65678065E-01  0.44532775E+01
  0.87570753E-01  0.44675116E+01
  0.10946344E+00  0.44858650E+01
  0.13135613E+00  0.45083659E+01
  0.15324882E+00  0.45350372E+01
  0.17514151E+00  0.45658919E+01
  0.19703419E+00  0.46009278E+01
  0.21892688E+00  0.46401235E+01
  0.24081957E+00  0.46834354E+01
  0.26271226E+00  0.47307956E+01
  0.28460495E+00  0.47821112E+01
  0.30649764E+00  0.48372654E+01
  0.32839032E+00  0.48961195E+01
  0.35028301E+00  0.49585168E+01
  0.37217570E+00  0.50242872E+01
  0.39406839E+00  0.50932536E+01
  0.41596108E+00  0.51652378E+01
  0.43785377E+00  0.52400683E+01
  0.45974645E+00  0.53175869E+01
  0.48163914E+00  0.53976553E+01
  0.50353183E+00  0.54801606E+01
  0.52542452E+00  0.55650187E+01
  0.54731721E+00  0.56521759E+01
  0.56920989E+00  0.57416073E+01
  0.59110258E+00  0.58333124E+01
  0.61299527E+00  0.59273084E+01
  0.63488796E+00  0.60236191E+01
  0.65678065E+00  0.61222635E+01
  0.67867334E+00  0.62232410E+01
  0.70056602E+00  0.63265173E+01
  0.72245871E+00  0.64320094E+01
  0.74435140E+00  0.65395719E+01
  0.76624409E+00  0.66489863E+01
  0.78813678E+00  0.67599510E+01
  0.81002947E+00  0.68720767E+01
  0.83192215E+00  0.69848841E+01
  0.85381484E+00  0.70978064E+01
  0.87570753E+00  0.72101964E+01
  0.89760022E+00  0.73213377E+01
  0.91949291E+00  0.74304616E+01
  0.94138559E+00  0.75367679E+01
  0.96327828E+00  0.76394510E+01
  0.98517097E+00  0.77377286E+01
  0.10070637E+01  0.78308738E+01
  0.10289563E+01  0.79182464E+01
  0.10508490E+01  0.79993218E+01
  0.10727417E+01  0.80737155E+01
  0.10946344E+01  0.81411980E+01
  0.11165271E+01  0.82017011E+01
  0.11384198E+01  0.82553119E+01
  0.11603125E+01  0.83022569E+01
  0.11822052E+01  0.83428775E+01
  0.12040979E+01  0.83775990E+01
  0.12259905E+01  0.84068979E+01
  0.12478832E+01  0.84312691E+01
  0.12697759E+01  0.84511980E+01
  0.12916686E+01  0.84671371E+01
  0.13135613E+01  0.84794900E+01
  0.13354540E+01  0.84886017E+01
  0.13573467E+01  0.84947564E+01
  0.13792394E+01  0.84981791E+01
  0.14011320E+01  0.84990424E+01
  0.14230247E+01  0.84974761E+01
  0.14449174E+01  0.84935778E+01
  0.14668101E+01  0.84874242E+01
  0.14887028E+01  0.84790825E+01
  0.15105955E+01  0.84686204E+01
  0.15324882E+01  0.84561144E+01
  0.15543809E+01  0.84416569E+01
  0.15762736E+01  0.84253608E+01
  0.15981662E+01  0.84073617E+01
  0.16200589E+01  0.83878186E+01
  0.16419516E+01  0.83669115E+01
  0.16638443E+01  0.83448380E+01
  0.16857370E+01  0.83218075E+01
  0.17076297E+01  0.82980337E+01
  0.17295224E+01  0.82737243E+01
  0.17514151E+01  0.82490637E+01
  0.17733077E+01  0.82241765E+01
  0.17952004E+01  0.81990263E+01
  0.18170931E+01  0.81732761E+01
  0.18389858E+01  0.81469205E+01
  0.18608785E+01  0.81209515E+01
  0.18827712E+01  0.80961694E+01
  0.19046639E+01  0.80729502E+01
  0.19265566E+01  0.80514933E+01
  0.19484493E+01  0.80319171E+01
  0.19703419E+01  0.80142868E+01
  0.19922346E+01  0.79986249E+01
  0.20141273E+01  0.79849169E+01
  0.20360200E+01  0.79731174E+01
