  0.00000000E+00  0.45548655E+01
  0.21892688E-01  0.45569730E+01
  0.43785377E-01  0.45632899E+01
  0.65678065E-01  0.45738002E+01
  0.87570753E-01  0.45884782E+01
  0.10946344E+00  0.46072892E+01
  0.13135613E+00  0.46301913E+01
  0.15324882E+00  0.46571371E+01
  0.17514151E+00  0.46880755E+01
  0.19703419E+00  0.47229540E+01
  0.21892688E+00  0.47617206E+01
  0.24081957E+00  0.48043255E+01
  0.26271226E+00  0.48507227E+01
  0.28460495E+00  0.49008718E+01
  0.30649764E+00  0.49547380E+01
  0.32839032E+00  0.50122930E+01
  0.35028301E+00  0.50735150E+01
  0.37217570E+00  0.51383877E+01
  0.39406839E+00  0.52068995E+01
  0.41596108E+00  0.52790422E+01
  0.43785377E+00  0.53548089E+01
  0.45974645E+00  0.54341917E+01
  0.48163914E+00  0.55171798E+01
  0.50353183E+00  0.56037561E+01
  0.52542452E+00  0.56938948E+01
  0.54731721E+00  0.57875582E+01
  0.56920989E+00  0.58846936E+01
  0.59110258E+00  0.59852305E+01
  0.61299527E+00  0.60890774E+01
  0.63488796E+00  0.61961203E+01
  0.65678065E+00  0.63062196E+01
  0.67867334E+00  0.64192097E+01
  0.70056602E+00  0.65348976E+01
  0.72245871E+00  0.66530637E+01
  0.74435140E+00  0.67734615E+01
  0.76624409E+00  0.68958201E+01
  0.78813678E+00  0.70198454E+01
  0.81002947E+00  0.71452228E+01
  0.83192215E+00  0.72716203E+01
  0.85381484E+00  0.73986915E+01
  0.87570753E+00  0.75260792E+01
  0.89760022E+00  0.76534192E+01
  0.91949291E+00  0.77803444E+01
  0.94138559E+00  0.79064892E+01
  0.96327828E+00  0.80314943E+01
  0.98517097E+00  0.81550116E+01
  0.10070637E+01  0.82767090E+01
  0.10289563E+01  0.83962751E+01
  0.10508490E+01  0.85134235E+01
  0.10727417E+01  0.86278952E+01
  0.10946344E+01  0.87394600E+01
  0.11165271E+01  0.88479161E+01
  0.11384198E+01  0.89530872E+01
  0.11603125E+01  0.90548175E+01
  0.11822052E+01  0.91529654E+01
  0.12040979E+01  0.92473962E+01
  0.12259905E+01  0.93379746E+01
  0.12478832E+01  0.94245579E+01
  0.12697759E+01  0.95069918E+01
  0.12916686E+01  0.95851081E+01
  0.13135613E+01  0.96587268E+01
  0.13354540E+01  0.97276600E+01
  0.13573467E+01  0.97917205E+01
  0.13792394E+01  0.98507313E+01
  0.14011320E+01  0.99045379E+01
  0.14230247E+01  0.99530198E+01
  0.14449174E+01  0.99961021E+01
  0.14668101E+01  0.10033765E+02
  0.14887028E+01  0.10066051E+02
  0.15105955E+01  0.10093068E+02
  0.15324882E+01  0.10114991E+02
  0.15543809E+01  0.10132060E+02
  0.15762736E+01  0.10144571E+02
  0.15981662E+01  0.10152871E+02
  0.16200589E+01  0.10157345E+02
  0.16419516E+01  0.10158404E+02
  0.16638443E+01  0.10156472E+02
  0.16857370E+01  0.10151974E+02
  0.17076297E+01  0.10145325E+02
  0.17295224E+01  0.10136914E+02
  0.17514151E+01  0.10127104E+02
  0.17733077E+01  0.10116221E+02
  0.17952004E+01  0.10104550E+02
  0.18170931E+01  0.10092340E+02
